"Data Source","World Development Indicators",

"Last Updated Date","2016-05-02",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015",
"Nepal","NPL","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","180","190","200","215","225","320","420","510","610","794","800","900","1070","1240","1925","1580","1740","1910","2080","2514","2420","2591","2690","2770","2783","3200","3600","4018","4500","5000","5542","7800","10100","12400","14700","17000","19350","21700","24000","26300","","","","","","","","","","","","","","","",
"Nepal","NPL","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nepal","NPL","Fertilizer consumption (kilograms per hectare of arable land)","AG.CON.FERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.6809421841542","5.05874730021598","8.02521739130435","3.56885964912281","5.64203539823009","1.60892857142857","1.36486486486486","18.2027272727273","25.0866972477064","34.8837101770934","44.0698772426818","57.7284768211921","","",
"Nepal","NPL","Agricultural land (sq. km)","AG.LND.AGRI.K2","","35530","35530","35630","35530","35530","35530","35670","35670","35670","37020","37020","38220","39530","39940","40090","40250","40400","40550","40700","40850","41030","41066","41102","41138","41164","41320","41346","41382","41408","41444","41470","41582","41694","41806","41918","42030","42142","42254","42366","42491","42610","42410","42270","42180","42020","41850","41660","41520","41400","41260","41266","41210","41210","","",
"Nepal","NPL","Agricultural land (% of land area)","AG.LND.AGRI.ZS","","24.8461538461538","24.8461538461538","24.9160839160839","24.8461538461538","24.8461538461538","24.8461538461538","24.9440559440559","24.9440559440559","24.9440559440559","25.8881118881119","25.8881118881119","26.7272727272727","27.6433566433566","27.9300699300699","28.034965034965","28.1468531468531","28.2517482517483","28.3566433566434","28.4615384615385","28.5664335664336","28.6923076923077","28.7174825174825","28.7426573426573","28.7678321678322","28.786013986014","28.8951048951049","28.9132867132867","28.9384615384615","28.9566433566434","28.9818181818182","29","29.0783216783217","29.1566433566434","29.234965034965","29.3132867132867","29.3916083916084","29.4699300699301","29.5482517482517","29.6265734265734","29.6414370422044","29.7244506452738","29.5849319846529","29.4872689222183","29.424485524939","29.3128705964423","29.1942797349145","29.0617370073247","28.9640739448901","28.8803627485176","28.782699686083","28.7868852459016","28.7478200209278","28.7478200209278","","",
"Nepal","NPL","Arable land (hectares)","AG.LND.ARBL.HA","","1806000","1806000","1816000","1806000","1806000","1806000","1819000","1819000","1819000","1953000","1953000","2055000","2165000","2180000","2195000","2210000","2225000","2240000","2255000","2270000","2288000","2291600","2295200","2298800","2302400","2306000","2309600","2313200","2316800","2320400","2324000","2327300","2330600","2333900","2337200","2340500","2343800","2347100","2350400","2354000","2357000","2335000","2315000","2300000","2280000","2260000","2240000","2220000","2200000","2180000","2162700","2118000","2114000","","",
"Nepal","NPL","Arable land (hectares per person)","AG.LND.ARBL.HA.PC","","0.176796177208506","0.17403771645941","0.172221081036278","0.16847033783993","0.165612013418425","0.162692853189429","0.160871817353621","0.157842690451654","0.1547964694491","0.162926857103386","0.159657252747486","0.164560808822381","0.169763604376937","0.167328715265475","0.164870405476792","0.162396472248941","0.15991346704974","0.157425629918629","0.154936432776552","0.152450490527922","0.150157816652843","0.146934998511158","0.143775777940842","0.140710261180109","0.137750021164468","0.134917243833782","0.132187600624491","0.129480502862598","0.126701942103206","0.123809552266583","0.120806835795544","0.117745149773065","0.114736174490357","0.111887094085689","0.109261389361507","0.106859781612484","0.104656135295137","0.102643623229375","0.100810407765318","0.099156934382667","0.0976349679161222","0.0952401579493778","0.0930881542810498","0.0912766145741767","0.0893877632151085","0.0876161068488503","0.0859435521981809","0.0843298981055516","0.0827295766434249","0.0811135325278288","0.0795717701714732","0.0770167395046965","0.07594759989238","","",
"Nepal","NPL","Arable land (% of land area)","AG.LND.ARBL.ZS","","12.6293706293706","12.6293706293706","12.6993006993007","12.6293706293706","12.6293706293706","12.6293706293706","12.7202797202797","12.7202797202797","12.7202797202797","13.6573426573427","13.6573426573427","14.3706293706294","15.1398601398601","15.2447552447552","15.3496503496503","15.4545454545455","15.5594405594406","15.6643356643357","15.7692307692308","15.8741258741259","16","16.0251748251748","16.0503496503496","16.0755244755245","16.1006993006993","16.1258741258741","16.151048951049","16.1762237762238","16.2013986013986","16.2265734265734","16.2517482517483","16.2748251748252","16.2979020979021","16.320979020979","16.3440559440559","16.3671328671329","16.3902097902098","16.4132867132867","16.4363636363636","16.421346355075","16.4422741541681","16.2888036274852","16.1492849668643","16.0446459713987","15.9051273107778","15.765608650157","15.6260899895361","15.4865713289152","15.3470526682944","15.2075340076735","15.0868503662365","14.7750261597489","14.7471224276247","","",
"Nepal","NPL","Land under cereal production (hectares)","AG.LND.CREL.HA","","1715000","1724500","1725500","1742000","1786000","1794700","1821090","1909470","1951485","1994890","2009823","1973188","2092083","2124453","2152188","2183815","2203319","2232940","2191730","2247630","2312590","2331630","2470000","2586530","2636050","2622990","2825960","2980760","3006250","3045230","2986490","2840020","3105510","3031239","3213580","3257790","3262340","3259770","3289875","3330740","3270617","3334259","3347199","3355024","3363295","3370934","3314830","3428011","3428424","3393553","3468509","3484532","3339077","3480052","",
"Nepal","NPL","Permanent cropland (% of land area)","AG.LND.CROP.ZS","","0.174825174825175","0.174825174825175","0.174825174825175","0.174825174825175","0.174825174825175","0.174825174825175","0.181818181818182","0.181818181818182","0.181818181818182","0.188811188811189","0.188811188811189","0.188811188811189","0.195804195804196","0.195804195804196","0.195804195804196","0.202797202797203","0.202797202797203","0.202797202797203","0.202797202797203","0.202797202797203","0.202797202797203","0.202797202797203","0.202797202797203","0.202797202797203","0.202797202797203","0.202797202797203","0.202797202797203","0.202797202797203","0.202797202797203","0.202797202797203","0.202797202797203","0.265034965034965","0.327272727272727","0.38951048951049","0.451748251748252","0.513986013986014","0.576223776223776","0.638461538461538","0.700699300699301","0.761074293686781","0.823160097663062","0.837111963725148","0.871991628880363","0.906871294035577","0.927799093128706","0.941750959190792","0.941750959190792","0.976630624346006","1.02546215556331","1.06034182071852","1.17614230903383","1.45099407045692","1.48189745378444","","",
"Nepal","NPL","Rural land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nepal","NPL","Rural land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nepal","NPL","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nepal","NPL","Urban land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nepal","NPL","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
